center,left,right,steering,throttle,brake,speed
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_07_356.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_07_356.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_07_356.jpg,0,1,0,30.18927
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_07_427.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_07_427.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_07_427.jpg,0,1,0,30.19011
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_07_499.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_07_499.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_07_499.jpg,-0.1,1,0,30.18877
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_07_568.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_07_568.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_07_568.jpg,-0.25,1,0,30.17645
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_07_638.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_07_638.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_07_638.jpg,0,1,0,30.19007
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_07_706.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_07_706.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_07_706.jpg,0,1,0,30.19018
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_07_774.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_07_774.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_07_774.jpg,0,1,0,30.19027
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_07_843.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_07_843.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_07_843.jpg,0,1,0,30.19014
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_07_913.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_07_913.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_07_913.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_07_982.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_07_982.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_07_982.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_057.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_057.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_057.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_127.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_127.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_127.jpg,0,1,0,30.19033
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_202.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_202.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_202.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_279.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_279.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_279.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_346.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_346.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_346.jpg,0,1,0,30.19022
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_413.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_413.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_413.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_485.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_485.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_485.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_555.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_555.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_555.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_623.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_623.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_623.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_697.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_697.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_697.jpg,0,1,0,30.19033
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_764.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_764.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_764.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_836.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_836.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_836.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_907.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_907.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_907.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_08_978.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_08_978.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_08_978.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_052.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_052.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_052.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_128.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_128.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_128.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_201.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_201.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_201.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_273.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_273.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_273.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_347.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_347.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_347.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_425.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_425.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_425.jpg,0,1,0,30.19027
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_499.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_499.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_499.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_568.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_568.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_568.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_634.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_634.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_634.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_708.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_708.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_708.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_782.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_782.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_782.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_854.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_854.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_854.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_928.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_928.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_928.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_09_994.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_09_994.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_09_994.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_062.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_062.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_062.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_131.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_131.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_131.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_201.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_201.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_201.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_271.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_271.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_271.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_344.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_344.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_344.jpg,0,1,0,30.19036
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_411.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_411.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_411.jpg,0,1,0,30.19024
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_479.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_479.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_479.jpg,0,1,0,30.19049
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_546.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_546.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_546.jpg,0,1,0,30.1901
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_618.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_618.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_618.jpg,0,1,0,30.1901
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_688.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_688.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_688.jpg,0,1,0,30.1904
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_760.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_760.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_760.jpg,0,1,0,30.19008
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_826.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_826.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_826.jpg,0,1,0,30.19014
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_900.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_900.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_900.jpg,0,1,0,30.19005
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_10_971.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_10_971.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_10_971.jpg,0,1,0,30.19025
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_039.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_039.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_039.jpg,0,1,0,30.19023
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_107.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_107.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_107.jpg,0,1,0,30.19019
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_178.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_178.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_178.jpg,0,1,0,30.19036
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_251.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_251.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_251.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_318.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_318.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_318.jpg,0,1,0,30.19023
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_386.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_386.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_386.jpg,0,1,0,30.19025
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_453.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_453.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_453.jpg,0,0.8559621,0,30.1633
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_525.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_525.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_525.jpg,0,0.6255391,0,30.10134
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_596.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_596.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_596.jpg,0,0.4349431,0,30.05959
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_669.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_669.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_669.jpg,0,0.1940696,0,29.99724
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_736.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_736.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_736.jpg,0.05,0.01132173,0,29.90392
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_806.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_806.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_806.jpg,0.25,0,0,29.62867
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_874.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_874.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_874.jpg,0.4,0,0,29.37134
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_11_943.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_11_943.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_11_943.jpg,0,0,0,29.08339
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_010.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_010.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_010.jpg,0,0,0,28.90413
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_078.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_078.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_078.jpg,0.1,0,0,28.67026
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_147.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_147.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_147.jpg,0.25,0,0,28.4749
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_218.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_218.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_218.jpg,0,0,0,28.22339
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_289.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_289.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_289.jpg,0.05,0,0,28.05234
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_362.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_362.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_362.jpg,0.25,0,0,27.80396
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_434.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_434.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_434.jpg,0,0,0,27.61519
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_503.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_503.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_503.jpg,0.05,0,0,27.39059
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_571.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_571.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_571.jpg,0.2,0,0,27.2145
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_643.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_643.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_643.jpg,0,0,0,26.94118
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_713.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_713.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_713.jpg,0,0,0,26.77511
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_781.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_781.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_781.jpg,0.2,0,0,26.55136
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_851.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_851.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_851.jpg,0.35,0,0,26.34553
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_919.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_919.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_919.jpg,0,0,0,26.12466
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_12_987.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_12_987.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_12_987.jpg,0.05,0.1263898,0,25.9878
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_13_054.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_13_054.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_13_054.jpg,0.2,0.3034423,0,25.96823
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_13_123.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_13_123.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_13_123.jpg,0.4,0.5369869,0,26.08397
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_13_192.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_13_192.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_13_192.jpg,0.1,0.7170225,0,26.3722
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_13_263.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_13_263.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_13_263.jpg,0.3,0.9576708,0,26.94543
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_13_330.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_13_330.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_13_330.jpg,0.45,1,0,27.43339
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_13_397.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_13_397.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_13_397.jpg,0.6000001,1,0,27.87383
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_13_464.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_13_464.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_13_464.jpg,0.8000001,1,0,28.36961
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_45_13_534.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_45_13_534.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_45_13_534.jpg,0.9500002,1,0,28.67866
